word,count
출근,1
요인,1
겹벚꽃,1
바랄,1
호미,1
일대,1
퀄리티,1
중도,1
타워,1
음식점,1
한옥마을,1
완벽,1
홈피,1
상관,1
여럿,1
공간,1
구요,1
생물학,1
정신,1
미성년자,1
세일,1
산업,1
불,1
국동,1
행정,1
복지,1
센터,1
이나,1
이모님,1
할머님,1
백,1
첫차,1
휴일,1
여친,1
지원,1
프로그램,1
본격,1
세염,1
부분,1
공감,1
손님,1
콘,1
궁금,1
씨티,1
기회,1
두꺼비집,1
유명세,1
교복,1
하행,1
환승,1
휴상,1
외동,1
구용,1
답사,1
조명,1
용지,1
기억,1
적극,1
출처,1
목적지,1
아무것,1
과학관,1
감은사지,1
삼층석탑,1
최소,1
인당,1
만용,1
폐장,1
폰,1
버꾸,1
파일,1
나만,1
담주,1
수요일,1
아홉,1
힐튼,1
지구,1
옷,1
요일,1
빠,1
변경,1
선정,1
놀이기구,1
형,1
북,1
홈,1
북구,1
여덟,1
여섯,1
바니,1
최저,1
맞은편,1
케이크,1
한입,1
시그,1
인접,1
뮤직,1
떡갈비,1
요급,1
물,1
아르바이트,1
